datasetid,title,citation,DOI,licence,accessconstraint,abstract,description,contact,include,complete,theme,keyword
6007,"Benthic Communities and Environmental Parameters in Three Mediterranean Ports (Sardinia, Crete, Tunisia)","Chatzinikolaou E., Arvanitidis C. (2017). Benthic communities and environmental parameters in three Mediterranean ports (Sardinia, Crete, Tunisia) https://doi.org/10.15468/xrlqx4",https://doi.org/10.15468/xrlqx4,Attribution (CC BY),NA,"Three seasonal sampling campaigns (winter, summer before touristic period, summer after touristic period) were implemented during 2012 in three Mediterranean touristic ports: Cagliari (Sardinia, Italy), Heraklion (Crete, Greece) and El Kantaoui (Tunisia). Three to five stations were sampled per port, which were part of different port sectors (leisure, fishing, passenger, cargo, shipyard). Three water and three sediment replicate samples were collected per station for analysis of nutrients, pigments and hydrocarbons. One replicate was analysed for physical parameters, heavy metals and granulometry. Five sediment replicates were collected for analysis of benthic biodiversity. Benthic organisms were sorted to the main taxonomic groups (e.g. .Annelida, Mollusca, Arthropoda, Echinodermata) and identified to species level.",NA,Evangelia Chatzinikolaou,TRUE,TRUE,"Invertebrates , Bottom samples (e.g. core, dredge, grab) , Environmental quality/pollution , Bulk chemistry (e.g. pH, TCO2) , Other inorganic chemistry","Benthic invertebrates , Data , Heavy mineral distribution , Marine Genomics , Physical parameters , Total nutrients , Western mediterranean sea"
6008,"Chas.H. O'Donoghue, D.Sc. & Dora de Watteville,M.A. The fishery grounds near Alexandria. XX-Bryozoa. Notes and Memoirs No 34. Hydrobiology and Fisheries Directorate, Egypt","Nikolopoulou Stamatina and Legaki Aglaia (2017). Digitization of ""Chas.H. O'Donoghue, D.Sc. & Dora de Watteville,M.A. The fishery grounds near Alexandria. XX-Bryozoa. Notes and Memoirs No 34. Hydrobiology and Fisheries Directorate, Egypt"" https://doi.org/10.15468/wf0wur",https://doi.org/10.15468/wf0wur,CC 0 (No Rights Reserved),NA,"This is a historical dataset that was published in 1939 by Chas.H. O’Donoghue, D.Sc. & Dora de Watteville,M.A and concerns the collection of es of Bryozoa collected during the floristical and faunistical survey of Adolf Steuer on the coasts near Alexandria mainly with the vessel “El Hoot”. The digitization of this dataset was done by LifewatchGreece team.Dates have been reported via the stations which have been digitized on the preliminary report(http://ipt.medobis.eu/resource?r=egyptexpeditionpreliminaryrepor).",NA,Stamatina Nikolopoulou,TRUE,FALSE,Invertebrates,"Data , Marine Genomics"
6009,"Dr.Karl Viets. 1935. The fishery grounds near Alexandria. IV. -Some Marine Mites From Alexandria. Notes and Memoirs No 11. Fisheries Research Directorate, Egypt","Nikolopoulou Stamatina and Evangelia Avramidou (2017). Digitation of The fishery grounds near Alexandria. IV.-Some Marine Mites From Alexandria. Notes and Memoirs No 11. Fisheries Directorate, 1935, Cairo. https://doi.org/10.15468/aibg20",https://doi.org/10.15468/aibg20,CC 0 (No Rights Reserved),NA,This is a historical dataset that was published in 1935 by Dr Karl Viets and concerns of some marine mites collected from Egyptian littoral waters near Alexandria. They collected during the floristical and faunistical survey of Adolf Steuer on the coasts near Alexandria mainly with the vessel “El Hoot”. This dataset covers the time span of 9/9/1933 to 13/11/1933.,NA,Stamatina Nikolopoulou,TRUE,FALSE,Invertebrates,"Data , Marine Genomics"
6011,"M. Burton (1936). The Fishery grounds near Alexandria IX – Sponges. Notes and Memoirs No.17. Department of Zoology, British Museum. Fisheries Research Directorate. Ministry of Commerce and Industry, Egypt","Mavraki Dimitra, Paranou Giota and Nikolopoulou Stamatina (2017). Digitation of The fishery grounds near Alexandria. IX Sponges. Notes and Memoirs No 17. Fisheries Research Directorate, 1936, Egypt https://doi.org/10.15468/9rjqln",https://doi.org/10.15468/9rjqln,CC 0 (No Rights Reserved),NA,This historical collection consists of 150 specimens and it is of particular interest since it is the first to be taken from the waters of the Eastern Mediterranean. The main point of importance brought out by the present investigations is that there are definite signs of an immigration of sponges from the Red Sea and Indian Ocean.,NA,Stamatina Nikolopoulou,TRUE,FALSE,Invertebrates,"Data , Eastern mediterranean sea , Historical datasets , Marine Genomics , Marine sponges"
6014,The fishery Ground near Alexandria. XX. Nemertini by Herman Friedrich (1940). Notes and Memoirs No 38.,Stamatina Nikolopoulou and Tsikopoulou Irini (2017). Digitization of The fishery grounds near Alexandria.XX.NEMERTINI. Notes and Memoirs No 38. https://doi.org/10.15468/lapa2o,https://doi.org/10.15468/lapa2o,CC 0 (No Rights Reserved),NA,This is a historical dataset that was published in 1940 by Herman Friedrich and concerns the collection of 9 tubes of Nemerteans collected during the floristical and faunistical survey of Adolf Steuer on the coasts near Alexandria mainly with the vessel “El Hoot”. This dataset covers the time span of 6/9/1933 to 12/11/1933.The material was unsatisfactory so they identified to the order level. The digitization of this dataset was done by LifewatchGreece team.,NA,Stamatina Nikolopoulou,TRUE,FALSE,Invertebrates,"Data , Marine Genomics"
6015,"Vatova A., 1935. The fishery grounds near Alexandria, II. A bottom sample taken at Alexandria, Notes and Memoirs No 9. Fisheries Research Directorate, Egypt","Tsikopoulou Irini (2016). Digitization of The fishery grounds near Alexandria. II A bottom sample taken at Alexandria. Notes and Memoirs No 9. Fisheries Research Directorate, Egypt https://doi.org/10.15468/dw1dfv",https://doi.org/10.15468/dw1dfv,CC 0 (No Rights Reserved),NA,"This is a historical report, published in 1935 by A. Vatova. It contains specific information about a bottom sample that was taken once in the eastern harbour of Alexandria, near the Marine Laboratory during the floristical and faunistical survey of Adolf Steuer on the coasts near Alexandria mainly with the vessel ""El Hoot"". The digitization of this report was done by LifewatchGreece team.",NA,"Stamatina Nikolopoulou , Irini Tsikopoulou",TRUE,TRUE,"Bottom samples (e.g. core, dredge, grab)","Data , Marine Genomics"
6025,Benthic fauna in Estonian territorial waters 1993-2016,"Estonian Marine Institute, University of Tartu (2019): Benthic fauna in Estonian territorial waters 1993-2016.",NA,Attribution-NonCommercial (CC BY-NC),NA,"Quantitative results of large invertebrates species/taxon biomass and abundance sampled during Estonian national monitoring in Estonian coastal sea, Baltic Sea. The samples are collected and treated in accordance with Manual for Marine Monitoring in the COMBINEprogramme of HELCOM.",NA,Lara Podkuiko,TRUE,TRUE,Invertebrates,
6031,Bivalves surveys for the Monitoring and Evaluation Programme of the North Sea OWEZ wind park in 2007,"Ministery of Infrastructure and Environment, The Netherlands; (2019): Bivalves surveys for the Monitoring and Evaluation Programme of the North Sea OWEZ wind park in 2007",NA,CC 0 (No Rights Reserved),NA,"Field survey on juvenile bivalve densities; date: 8-11 October 2007; vessel: RV POSEIDON (operated by IFM Geomar, Germany); sampling stations: 20 stations in OWEZ and 10 stations in each of the 5 reference areas R2, R3, R4, R5, RL","Sampling design: 1 boxcore per station; sampling gear: NIOZ boxcorer, sampling depth 20 cm, sampling diameter 30 cm; sample surface juvenile bivalves: 0.024 m2 (i.e. 3 sub-cores each with diameter 10 cm2 per boxcore); sample depth juvenile bivalves: 5 cm; sorting procedure lab: stacked sieves 1.0, 0.5 and 0.2 mm; following worksheets describes: *number of identified juvenile bivalve species (> 0.5 mm) found per boxcore (0.024m2) and per m2, Station, Date time, species, n bivalves > 0.5 mm per 0.024m2, n bivalves > 0.5 mm per m2.",,TRUE,FALSE,Invertebrates,Marine macrozoobenthos
6134,Macrobenthos monitoring in the Mar Piccolo of Taranto in June 2013 and April 2014,"Tamara Cibic, Rocco Auriemma & Federica Nasi (2018): Macrobenthos monitoring in the Mar Piccolo of Taranto in June 2013 and April 2014. OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale), Division of Oceanography. Italy. https://doi.org/10.6092/2bqm-v560",https://doi.org/10.6092/2bqm-v560,Attribution-NonCommercial (CC BY-NC),NA,Macrobenthos monitoring in the Mar Piccolo of Taranto in June 2013 and April 2014 in the framework of the Italian flagship project RITMARE,"Study Extent 	In June 2013 and April 2014, sampling was carried out at four sites selected as representatives of different environmental issues and anthropogenic impacts.
Grab sampling (Van Veen, 0.1 square metre grab sampler), sieving on 0.5 mm, sample fixed with buffered formaldehyde (4% final concentration).","	Tamara Cibic",TRUE,TRUE,Benthos,
6137,Macrobenthos collected in the Po River Delta - North Adriatic Sea (RITMARE Project) in December 2014,"Nasi F., Auriemma R., & Cibic T. (2018): Macrobenthos collected in the Po River Delta - North Adriatic Sea (RITMARE Project) in December 2014. OGS (Istituto Nazionale di Oceanografia e di Geofisica Sperimentale), Division of Oceanography. Italy. https://doi.org/10.6092/gtc1-bp60",https://doi.org/10.6092/gtc1-bp60,Attribution-NonCommercial (CC BY-NC),NA,Macrobenthos collected in the Po Delta - North Adriatic Sea in the framework of the Italian Flagship Project RITMARE in December 2014.,"Study Extent 	Sampling carried out in December 2014 in North Adriatic Sea in the framework of the Italian Flagship Project RITMARE.
Grab sampling (Van Veen, 0.1 square metre grab sampler), sieving on 0.5 mm, sample fixed with buffered formaldehyde (4% final concentration).","	Tamara Cibic",TRUE,TRUE,Benthos,
